                       Rpile_in_s1
date                              
2022 Mar 16 23:10:00  2.173180e+04
                        Rsw_out_s1
date                              
2022 Mar 16 00:10:00  1.847010e+25
2022 Mar 16 00:20:00  1.157819e+27
2022 Mar 16 00:35:00  2.902920e+32
2022 Mar 16 00:40:00  4.417234e+21
2022 Mar 16 00:55:00  1.692691e+22
2022 Mar 16 01:10:00  1.081422e+24
2022 Mar 16 01:15:00  7.080816e+31
2022 Mar 16 01:20:00  2.902920e+32
2022 Mar 16 01:45:00  1.801238e+25
2022 Mar 16 12:25:00  2.000000e+04
2022 Mar 16 17:35:00  5.182777e+03
2022 Mar 16 20:30:00  5.184898e+03
2022 Mar 16 20:55:00  2.000000e+04
2022 Mar 16 21:55:00  2.000000e+04
                      Rsw_out_cr_s4
date                               
2022 Mar 16 00:20:00   1.841542e+31
2022 Mar 16 00:35:00   1.841542e+31
2022 Mar 16 00:50:00   1.752385e+19
2022 Mar 16 01:00:00   3.777893e+22
2022 Mar 16 01:20:00   1.036681e+27
2022 Mar 16 01:25:00   7.700977e+31
2022 Mar 16 01:40:00   1.841542e+31
2022 Mar 16 01:45:00   1.014120e+31
2022 Mar 16 01:55:00   1.717713e+19
2022 Mar 16 03:40:00   2.000000e+04
2022 Mar 16 08:50:00   5.203159e+03
2022 Mar 16 11:45:00   5.215100e+03
2022 Mar 16 12:10:00   2.000000e+04
2022 Mar 16 13:10:00   2.000000e+04
2022 Mar 16 16:35:00   2.000000e+04
2022 Mar 16 21:30:00   2.185380e+04
                        Rsw_out_s9
date                              
2022 Mar 16 00:00:00  1.429708e+19
2022 Mar 16 00:25:00  1.036681e+27
2022 Mar 16 00:30:00  2.902920e+32
2022 Mar 16 00:35:00  1.157819e+27
2022 Mar 16 00:55:00  1.841542e+31
2022 Mar 16 01:05:00  4.010251e+12
2022 Mar 16 01:10:00  3.777893e+22
2022 Mar 16 01:25:00  1.157819e+27
2022 Mar 16 01:35:00  1.170714e+10
2022 Mar 16 01:40:00  1.429708e+19
2022 Mar 16 01:45:00  3.777893e+22
2022 Mar 16 01:55:00  1.692698e+22
2022 Mar 16 04:10:00  2.000000e+04
2022 Mar 16 09:05:00  2.255620e+04
2022 Mar 16 20:00:00  2.705840e+04
2022 Mar 16 21:45:00  5.365806e+03
                        Rsw_out_s3
date                              
2022 Mar 16 00:15:00  4.417234e+21
2022 Mar 16 00:35:00  7.080816e+31
2022 Mar 16 00:40:00  7.700977e+31
2022 Mar 16 00:45:00  2.668222e+20
2022 Mar 16 01:05:00  1.717713e+19
2022 Mar 16 01:10:00  2.059542e+23
2022 Mar 16 01:15:00  3.022230e+32
2022 Mar 16 01:20:00  1.752384e+19
2022 Mar 16 01:45:00  3.022230e+32
2022 Mar 16 04:25:00  2.000000e+04
2022 Mar 16 09:20:00  2.255440e+04
2022 Mar 16 20:15:00  2.705980e+04
2022 Mar 16 22:00:00  5.354874e+03
                       Rsw_out_s16
date                              
2022 Mar 16 00:00:00  7.700977e+31
2022 Mar 16 00:10:00  1.887859e+28
2022 Mar 16 00:15:00  2.902920e+32
2022 Mar 16 00:35:00  1.752385e+19
2022 Mar 16 00:50:00  1.036681e+27
2022 Mar 16 00:55:00  1.157819e+27
2022 Mar 16 01:30:00  1.841542e+31
2022 Mar 16 01:55:00  7.080816e+31
2022 Mar 16 04:40:00  2.000000e+04
2022 Mar 16 09:35:00  2.255480e+04
2022 Mar 16 20:30:00  2.705840e+04
2022 Mar 16 22:15:00  5.348632e+03
                       Rsw_out_s11
date                              
2022 Mar 16 00:10:00  1.036681e+27
2022 Mar 16 00:25:00  4.429504e+27
2022 Mar 16 00:30:00  1.014120e+31
2022 Mar 16 01:00:00  1.846606e+25
2022 Mar 16 01:05:00  7.778521e+31
2022 Mar 16 01:10:00  5.909441e+07
2022 Mar 16 01:15:00  7.269116e+31
2022 Mar 16 01:20:00  1.036681e+27
2022 Mar 16 01:35:00  1.029397e+09
2022 Mar 16 01:40:00  1.841542e+31
2022 Mar 16 01:45:00  7.080699e+31
2022 Mar 16 01:55:00  1.936707e+31
2022 Mar 16 11:30:00  2.000000e+04
2022 Mar 16 16:40:00  5.184803e+03
2022 Mar 16 19:35:00  5.177120e+03
2022 Mar 16 20:00:00  2.000000e+04
2022 Mar 16 21:00:00  2.000000e+04
                       Rpile_in_s1
date                              
2022 Mar 17 00:05:00  7.349189e+05
2022 Mar 17 00:10:00  2.902920e+32
2022 Mar 17 00:15:00  3.022230e+32
2022 Mar 17 00:20:00  6.593954e+22
2022 Mar 17 00:30:00  2.902920e+32
2022 Mar 17 00:35:00  4.417234e+21
2022 Mar 17 00:45:00  1.157819e+27
2022 Mar 17 00:50:00  7.510885e+34
2022 Mar 17 01:00:00  7.080816e+31
2022 Mar 17 01:05:00  1.841542e+31
2022 Mar 17 01:10:00  2.902920e+32
2022 Mar 17 01:25:00  1.014120e+31
2022 Mar 17 01:35:00  1.014120e+31
2022 Mar 17 01:50:00  3.022230e+32
2022 Mar 17 02:00:00  1.157819e+27
2022 Mar 17 02:05:00  7.212613e+22
2022 Mar 17 02:25:00  3.777893e+22
2022 Mar 17 02:35:00  6.231941e+04
2022 Mar 17 02:40:00  7.317916e+28
2022 Mar 17 02:55:00  1.429708e+19
2022 Mar 17 03:00:00  4.631198e+27
2022 Mar 17 03:10:00  3.777893e+22
2022 Mar 17 03:15:00  1.429708e+19
2022 Mar 17 12:10:00  2.000000e+04
2022 Mar 17 13:25:00  2.000000e+04
2022 Mar 17 13:45:00  2.432640e+04
2022 Mar 17 14:50:00  2.000000e+04
2022 Mar 17 16:30:00  5.237730e+03
2022 Mar 17 17:30:00  5.076268e+03
2022 Mar 17 20:15:00  5.244754e+03
                      Rpile_in_cr_s4
date                                
2022 Mar 17 00:10:00    1.130677e+24
2022 Mar 17 00:20:00    1.429708e+19
2022 Mar 17 00:25:00    2.902920e+32
2022 Mar 17 00:40:00    1.887859e+28
2022 Mar 17 00:45:00    1.786357e+25
2022 Mar 17 00:50:00    3.022230e+32
2022 Mar 17 00:55:00    2.902920e+32
2022 Mar 17 01:05:00    3.518437e+13
2022 Mar 17 01:10:00    4.408726e+13
2022 Mar 17 01:50:00    1.079332e+27
2022 Mar 17 02:00:00    7.080816e+31
2022 Mar 17 02:20:00    1.036681e+27
2022 Mar 17 02:25:00    4.429504e+27
2022 Mar 17 02:45:00    3.022230e+32
2022 Mar 17 02:55:00    8.284316e+23
2022 Mar 17 03:00:00    4.429504e+27
2022 Mar 17 03:05:00    3.777893e+22
2022 Mar 17 03:10:00    4.429504e+27
2022 Mar 17 03:15:00    2.510864e+08
2022 Mar 17 14:50:00    2.000000e+04
                       Rpile_in_s9
date                              
2022 Mar 17 00:00:00  7.596428e+28
2022 Mar 17 00:10:00  4.079108e+12
2022 Mar 17 00:15:00  4.429504e+27
2022 Mar 17 00:30:00  4.417234e+21
2022 Mar 17 00:35:00  3.408667e+09
2022 Mar 17 00:50:00  1.717713e+19
2022 Mar 17 01:00:00  6.417023e+13
2022 Mar 17 01:05:00  1.566478e+10
2022 Mar 17 01:10:00  1.403948e+31
2022 Mar 17 01:20:00  2.902920e+32
2022 Mar 17 01:25:00  3.777893e+22
2022 Mar 17 01:30:00  1.055213e+24
2022 Mar 17 01:35:00  4.631198e+27
2022 Mar 17 01:50:00  4.371878e+21
2022 Mar 17 01:55:00  7.596451e+28
2022 Mar 17 02:00:00  1.036681e+27
2022 Mar 17 02:05:00  4.587829e+27
2022 Mar 17 02:10:00  4.417234e+21
2022 Mar 17 02:15:00  3.083953e+21
2022 Mar 17 02:30:00  1.163426e+33
2022 Mar 17 03:15:00  4.425884e+30
2022 Mar 17 03:40:00  5.420286e+03
2022 Mar 17 04:20:00  2.148200e+04
2022 Mar 17 05:35:00  2.257880e+04
2022 Mar 17 06:50:00  2.702880e+04
2022 Mar 17 07:25:00  5.445162e+03
2022 Mar 17 08:15:00  2.597000e+04
2022 Mar 17 21:05:00  2.000000e+04
                       Rpile_in_s3
date                              
2022 Mar 17 00:00:00  1.426107e+31
